song_id,artist,title,lyrics,emotion
95,Future,Wicked,"
Candles burning, money burning, graveyard these niggas

Phantom parkin', big dawg barkin' hey

Blood tales on me, oh-oh-oh-oh

Shawty want that wig, oh-oh-oh-oh

I'm drippin' Cartier, oh-oh-oh-oh

Put a gold bird on you, that's what's happening

I put that lingo on her, she was Spanish

I fill a one liter up with Xannies

This continental and it's panoramic

It's complimentary to the savages

You fuck around with me, it be a tragedy

I want green, green, green, all asparagus

I drink lean, lean, lean it ain't embarassing


Wicked, wicked, wicked, wicked, wicked

Hold up, wicked, wicked, wicked, wicked

Woah, wicked, wicked, wicked, wicked, wicked",
753,Mariah Carey,All I Want for Christmas Is You,"
I don't want a lot for Christmas 

There is just one thing I need 

I don't care about presents 

Underneath the Christmas tree 

I don't need to hang my stocking 

There upon the fireplace 

Santa Claus won't make me happy 

With a toy on Christmas day 

I just want you for my own 

More than you could ever know 

Make my wish come true 

All I want for Christmas is you... 

You baby 


I won't ask for much this Christmas 

I won't even wish for snow 

I'm just gonna keep on waiting 

Underneath the mistletoe 

I won't make a list and send it 

To the North Pole for Saint Nick 

I won't even stay awake to 

Hear those magic reindeer click 

'Cause I just want you here tonight 

Holding on to me so tight 

What more can I do 

Baby all I want for Christmas is you 

You... ",
580,Duncan Laurence,Arcade,"
I spent all of the love I've saved

We were always a losing game

Small-town boy in a big arcade

I got addicted to a losing game


Ooh, ooh

All I know, all I know

Loving you is a losing game",
882,Gunna,FukUMean,"
Ha, ha, ha, ha

Ha, ha, ha, ha


Fuck you mean?

Young Gunna Wunna, they workin' my nerves

I'm about to pour up some syrup

Fucking this bitch like a perv'

Smack from the back, grab her perm

Ice, the burr, uh, shittin' on all you lil' turds

Can't take that dick, wait your turn

In my own lane, we can't merge

Suck with no hands, you can learn

Let's see how much you can earn

Watch me go big like thе Worm

And I ain't smokin' no sherm

I'm in this bitch with P Litty

QP, QP-ski

All of my bitches is pretty, thеy showin' they titties, it's up to the ceilin'

I let her run through a million, I rock with her really, let's fuck on a billion

I'ma get down to the gritty, then fuck up the city, the home of the villains

Ecstasy, wonderful feelin'

Smoke out the pound when I'm chillin'

Trappin', I made me a killin'

Look, I got everybody wishin'

I hope you play your position

I don't want nobody listenin'

I see the ho with precision

Get rich my only decision",
817,SZA,Saturn,"
Stuck in this paradigm

Don't believe in paradise

This must be what Hell is like

There's got to be more, got to be more

Sick of this head of mine

Intrusive thoughts, they paralyzе

Nirvana's not as advertised

Therе's got to be more, been here before


Ooh (Ooh, ooh)

Life's better on Saturn

Got to break this pattern

Of floating away

Ooh (Ooh, ooh)

Find something worth saving

It's all for the taking

I always say",
673,Lauren Spencer-Smith,Fingers Crossed,"
Now I remember when you'd call me late at night

I gave you my hours and advice just tryna fix you

And all your daddy issues

But now I don't even miss you anymore


So I, I want all the tears back that I cried

All the hours spent giving advice

On how to write your songs

All you did was prove me wrong

When you said you loved me

Well, you must've had your fingers crossed",
785,Old Dominion,Memory Lane,"
Thinkin' 'bout those sunsets that bled into jean jacket nights

Those tangled up mornings lost in paradise

Still drunk on the feeling when I close my eyes

You're pulling me closer, your head on my shoulder

We'd never let go and we'd never be over


If I could buy a house on Memory Lane

I wouldn't have to wonder if you miss me the same

I'd be loving you as usual, telling you you're beautiful

Oh, I'd be happily delusional",
654,Nicki Minaj,Super Freaky Girl,"
One thing about me, I'm the baddest alive

He know the prettiest bitch didn't come until I arrive

I don't let bitches get to me, I fuck they man if they try

I got a princess face, a killer body, samurai mind

They can't be Nicki, they so stupid, I just laugh when they try

A thong bikini up my ass, I think I'll go for a dive

His ex bitch went up against me, but she didn't survive

On applications I write, ""Pressure"", 'cause that's what I apply (Brrrr)

Pressure applied, can't fuck a regular guy

Wetter than umbrellas and stickier than Apple Pie


I can lick it, I can ride it

While you slippin' and slidin'

I can do all them little tricks and keep the dick up inside it

You can smack it, you can grip it

You can go down and kiss it

And every time he leave me 'lone, he always tell me he miss it

He want a F-R-EEEEE-A-K

F-R-EEEEE-A-K, A-K, A-K, A-K

EEEEE-A-K

F-R-EEEEE-A-K",
45,DJ Snake,Let Me Love You,"
Say go through the darkest of days

Heaven's a heartbreak away

Never let you go, never let me down

Oh it's been a hell of a ride

Driving the edge of a knife

Never let you go, never let me down


Don't you give up, nah, nah, nah

I won't give up, nah, nah, nah

Let me love you

Let me love you

Don't you give up, nah, nah, nah

I won't give up, nah, nah, nah

Let me love you

Let me love you

Oh baby, baby",
286,XXXTentacion,Moonlight,"Yeah
Spotlight, uh, moonlight, uh
Nigga, why you trippin'? Get your mood right, uh
Shawty look good in the moonlight
All these pussy niggas so bad mind
Spotlight, moonlight

Nigga, why you trippin'? Get your mood right

Shawty look good in the moonlight

All these pussy niggas so bad mind

Spotlight, uh, moonlight

Nigga, why you trippin'? Get your mood right, uh

Shawty look good in the moonlight

All these pussy niggas so bad mind

Spotlight, moonlight

Nigga, why you trippin'? Get your mood right

Shawty look good in the moonlight

All these pussy niggas so bad mind

Feel like I'm destined

I don't need no Smith & Wesson, no

Girl, who you testin'?

Fuck a Scantron, here's your lesson, oh

Knife in intestine

Takin' shots with all your brethren, no

Feel like I'm damaged

Feelin' like you fuckin' planned it

All alone, call my phone, make me feel right

Girl you know when you call, make me feel right

All alone, call my phone, make me feel right

Girl you know when you call, make me feel right

Spotlight, uh, moonlight, uh

Nigga, why you trippin'? Get your mood right, uh

Shawty look good in the moonlight

All these pussy niggas so bad mind

Spotlight, moonlight

Nigga, why you trippin'? Get your mood right

Shawty look good in the moonlight

All these pussy niggas so bad mind

Spotlight, uh, moonlight

Nigga, why you trippin'? Get your mood right, uh

Shawty look good in the moonlight

All these pussy niggas so bad mind

Spotlight, moonlight

Nigga, why you trippin'? Get your mood right

Shawty look good in the moonlight

All these pussy niggas so bad mind",
541,Doja Cat,You Right,"
And you're right

You right, I got my guy

But I, I can't help it, I want you

Said, you right, I got my guy

But I, I can't help it, I want you


I can't stop and look the other way

'Cause I know it could be, babe, and you never feel the same

You'd be thinkin' 'bout it every day

Don't believe in fairytales, but we got our fantasies

And it's me and you, no she

Tryna be all through your sheets

Have you all on top of me

Actin' like it's not that deep

Boy, you can take it off of me

Tell me what it's 'bout to be

Really feel it's bound to bе

I can't tell no one, but they all know",
828,Morgan Wallen,Thinkin' Bout Me,"
When you're tasting what he's drinking, are you thinkin' 'bout me?

When you're ridin' where he's drivin', are you missing my street?

Every time you close your eyes, tell me, who do you see?

When you're tasting what he's drinking, are you thinkin' 'bout me?

Comin' over tonight, wish that truck in your driveway was mine

It's like you know it's supposed to be

When you're up in his bed, am I up in your head?

Makin' you crazy, tell me, baby, are you thinkin' 'bout me?

Are you thinkin' 'bout, are you thinkin' 'bout

When you're tasting what he's drinking, are you thinkin' 'bout me?


Do you hide your phone? Did you change my name?

When he wants to go to our go-to place

Do you tell him you came then go out of your way

To be somewhere, any damn where I ain't",
210,Juice Wrld,Lucid Dreams,"
You left me falling and landing inside my grave

I know that you want me dead (cough)

I take prescriptions to make me feel a-okay

I know it's all in my head


I have these lucid dreams where I can't move a thing

Thinking of you in my bed

You were my everything

Thoughts of a wedding ring

Now I'm just better off dead (coughs)

I'll do it over again

I didn't want it to end

I watch it blow in the wind

I should've listened to my friends

Did this shit in the past

But I want it to last

You were made outta plastic (fake)

I was tangled up in your drastic ways

Who knew evil girls have the prettiest face

You gave me a heart that was full of mistakes

I gave you my heart and you made heart break",
547,Kali Uchis,Telepatía,"
You know I'm just a flight away

If you wanted you can take a private plane

A kilómetros estamos conectando

Y me prendes aunque no me estés tocando

You know I got a lot to say

All these voices in the background of my brain

Y me dicen todo lo que estás pensando

Me imagino lo que ya estás maquinando


Quién lo diría

Que se podría

Hacer el amor por telepatía

La luna está llena, mi cama vacía

Lo que yo te haría

Si te tuviera de frente la mente te la volaría

De noche y de día, de noche y de día",
591,Ritt Momney,Put Your Records On,"Three little birds sat on my window
And they told me I don't need to worry
Summer came like cinnamon, so sweet
Little girls double-dutch on the concrete
Maybe sometimes we got it wrong, but it's all right
The more things seem to change, the more they stay the same

Don't you hesitate

Girl, put your records on, tell me your favorite song

You go ahead, let your hair down

Sapphire and faded jeans

I hope you get your dreams

Just go ahead, let your hair down

You're gonna find yourself somewhere, somehow

Blue as the sky, sunburnt and lonely

Sipping tea in the bar by the road side (Just relax, just relax)

Don't you let those other boys fool you

Gotta love that Afro hairdo

Maybe sometimes we feel afraid, but it's all right

The more you stay the same, the more that they seem to change

Don't you think it's strange?

Girl, put your records on, tell me your favorite song

You go ahead, let your hair down

Sapphire and faded jeans

I hope you get your dreams

Just go ahead, let your hair down

You're gonna find yourself somewhere, somehow

Just more than I could take

Pity for pity's sake

Some nights kept me awake

I thought that I was stronger

When you gonna realize that you don't even have to try any longer?

Do what you want to

Girl, put your records on, tell me your favorite song

Just go ahead, let your hair down

Sapphire and faded jeans

I hope you get your dreams

Just go ahead, let your hair down

You're gonna find yourself someday, somehow",
612,Lil Nas X,Thats What I Want,"
These days I'm way too lonely

I'm missin' out, I know

These days I'm way too alone

And I'm known for giving love away but


I want someone to love me

I need somеone who needs me

'Cause it don't feel right whеn it's late at night

And it's just me in my dreams

So I want someone to love

That's what I fuckin' want",
473,YNW Melly,Suicidal,"
Your love is suicidal

For me, your love is suicidal

To me, your love is suicidal

To me, your love is suicidal


I'm sippin' Hennessy-'y-'y, ooh

I'm sippin' Hennessy-'y-'y, ooh",
861,Jelly Roll,Need a Favor,"
I know Amazing Grace, but I ain't been livin' them words

Swear I spend most Sundays, drunk off my ass, than I have in church

Hard cover King James only been savin' dust on the nightstand

And I don't know what to say by the time I fold my hands


I only talk to God when I need a favor

And I only pray when I ain't got a prayer

So, who the hell am I, who the hell am I

To expect a Savior o-o-oh

If I only talk to God when I need a favor

God I need a favor

Amen. Amen.",
219,Bazzi,Mine,"
Hands on your body, I don't wanna waste no time

Feels like forever even if forever's tonight

Just lay with me, waste this night away with me

You're mine, I can't look away, I just gotta say


I'm so fucking happy you're alive

Swear to God I'm down if you're down all you gotta say is right

Girl anything I can do just to make you feel alright

Oh, oh, oh, oh, I just had to let you know you're fine

Running circles 'round my mind

Even when it's rainy all you ever do is shine

You on fire, you a star just like Mariah

Man this feel incredible, I'll turn you into a bride, you're mine",
709,Sam Smith,Unholy,"
Lucky, lucky girl, she got married to a boy like you

She'd kick you out if she ever, ever knew

'Bout all the **** you tell me that you do

Dirty, dirty boy, you know everyone is talking on the scene

I hear them whisperin' 'bout the places that you been

And how you don't know how to keep your business clean


Mummy don't know daddy's getting hot

At the body shop

Doing somethin' unholy

He's sat back while she's droppin' it

She'd be poppin' it

Yeah, she put it down slowly

Oh, eh, oh, eh, oh, he left his kids at home

Eh, oh, eh, oh, so he can get that-

Mummy don't know daddy's getting hot

At the body shop (Hehe)

Doing somethin' unholy (Woo)",
682,Future,Puffin on Zootiez,"
Dirty the Fanta but make it in Canada

Bro get this money like it's my religion

It's gon' be a mad day, a sad day for any of these niggas

That try to compare whatever I did

Damn near touched a hundred, it just off the gig

I came out the jungle, they kidnapped a kid

I trap out a bando, spent ten on a crib

I look at the ocean to spot thirty M's

Pin it where I'm at, the city I'm in

I give you my fully, no matter where I'm in

Her hair touch her ass, she gon' think she Korean

You fuckin' me good, bitch, you helpin' me win

Niggas can't see me, ain't no competition

Too many bracelets, need a whole 'nother wrist

I'm never sober, I think I'ma quit

I pop the E, I can feel when it kick


She bought a flight, nigga, can't even see me

I'm way outta here, I'm too far in the sky

Hermès ashtray to dump my ashes

Bitch so pretty, look better than Cassie

Puffiin' on zooties and she callin' me daddy

Walkin' on shit, turn it up and not gas it

Came out the gutter, it ain't nothin' for me to swag it

Secure the bag, got a bitch, I'ma bag it

Turnin' it up, gotta make sure shit good

Park it, two mil' in the middle of my hood

Drinkin' on mud, I made it out of the sewer

Chrome Heart accessories, whatever, I'm good

Lot of these niggas, they lookin' the same

They copy my lingo, they bitin' my chain

Championship, championship, Range just gon' amp this shit

Bitch break her neck just to look at the kid",
650,Joji,Glimpse of Us,"
When you're out of sight

In my mind


'Cause sometimes I look in her eyes

And that's where I find a glimpse of us

And I try to fall for her touch

But I'm thinkin' of the way it was

Said I'm fine and said I moved on

I'm only here passing time in her arms

Hopin' I'll find a glimpse of us",
37,Alessia Cara,Here,"
Oh-oh-oh here, oh-oh-oh here

Oh-oh-oh I asked myself, what am I doin' here?

Oh-oh-oh here, oh-oh-oh here

And I can't wait 'til we can break up out of here


Excuse me if I seem a little unimpressed with this

I ain't a social pessimist, but usually I don't mess with this

And I know you mean only the best 

And your intentions aren't to bother me

But honestly I'd rather be

Somewhere with my people

We can kick it and just listen to

Some music with a message, like we usually do

And we'll discuss our big dreams

How we plan to take over the planet

So pardon my manners

I hope you'll understand that I'll be here

Not there in the kitchen

With the girl who's always gossiping about her friends

So tell them I'll be here

Right next to the boy who's throwin' up

'Cause he can't take what's in his cup no more

Oh God why am I here?",
267,Imagine Dragons,Natural,"
That's the price you pay

Leave behind your heart and cast away

Just another product of today

Rather be the hunter than the prey

And you're standing on the edge, face up 'cause you're a...


Natural

A beating heart of stone

You gotta be so cold

To make it in this world

Yeah, you're a natural

Living your life cutthroat

You gotta be so cold

Yeah, you're a natural",
358,Lauren Daigle,You Say,"
The only thing that matters now is everything You think of me

In You I find my worth, in You I find my identity, o-ooh


You say I am loved when I can’t feel a thing

You say I am strong when I think I am weak

You say I am held when I am falling short

When I don’t belong, oh you say I am yours

And I believe, oh I believe

What You say of me

Oh, I believe",
653,CKay,Love Nwantiti (Ah Ah Ah),"
(Unle) Your body dey baka mi si (Unle)

Open am make I see (Unle)

Gimme love nwantiti

Baby make a bad man sing oh yeah


Ah-ah-ah-ah-ah-ah

Ah-ah-ah-ah-ah-ah-ah-ah

Ah-ah-ah-ah-ah-ah

Ah-ah-ah-ah-ah-ah-ah-ah

Ah-ah-ah-ah-ah-ah

Ah-ah-ah-ah-ah-ah-ah-ah

Ah-ah-ah-ah-ah-ah

Ah-ah-ah-ah-ah-ah-ah-ah",
81,Adele,When We Were Young,"
But if by chance you're here alone

Can I have a moment

Before I go?

'Cause I've been by myself all night long

Hoping you're someone I used to know


You look like a movie

You sound like a song

My God, this reminds me

Of when we were young",
429,Lizzo,Good as Hell,"
Woo child, tired of the bullshit

Go on dust your shoulders off, keep it moving

Yes Lord, tryna get some new shit

In there, swimwear, going to the pool shit

Come now, come dry your eyes

You know you a star, you can touch the sky

I know that it's hard but you have to try

If you need advice, let me simplify


If he don't love you anymore

Just walk your fine ass out the door",
257,Cardi B,Be Careful,"
The only man, baby, I adore

I gave you everything, what's mine is yours

I want you to live your life of course

But I hope you get what you dyin' for

Be careful with me, do you know what you doin'?

Whose feelings that you're hurtin' and bruisin'?

You gon' gain the whole world

But is it worth the girl that you're losin'?

Be careful with me

Yeah, it's not a threat, it's a warnin'

Be careful with me

Yeah, my heart is like a package with a fragile label on it

Be careful with me


Care for me, care for me

Always said that you'd be there for me, there for me

Boy, you better treat me carefully, carefully, look",
254,6ix9ine,Gummo,"
I'm on some rob a nigga shit, take a nigga bitch

Do the dash in the whip, count the cash in the whip

I pull up with a stick, I let that shit hit

Shout out... but I fucked that nigga bitch


Niggas iffy, uh, Blicky got the stiffy, uh

Got the blicky, uh, drum it holds fifty, uh

Move milli, all my niggas on fifty, uh

Talk down, pew pew pew, you silly, uh

Hit a stain, fifty bands, all hunnids

Spinning through ya block like a pop shove it

Shoot at me I'm shooting back, I'm getting buckets

I ain't wanna take his life but nigga, fuck it",
813,Billie Eilish,Birds of a Feather,"
Birds of a feather, we should stick together

I know I said I'd never think I wasn't better alone

Can't change the weather, might not be forever

But if it's forever, it's even better


And I don't know what I'm crying for

I don't think I could love you more

It might not be long, but, baby, I",
513,Ed Sheeran,Bad Habits,"
My bad habits lead to late nights, endin' alone

Conversations with a stranger I barely know

Swearin' this will be the last but it probably won't

I got nothin' left to lose, or use, or do

My bad habits lead to wide eyes stare into space

And I know I'll lose control of the things that I say

Yeah, I was lookin' for a way out, now I can't escape

Nothin' happens aftеr two, it's true, it's true

My bad habits lead to you


Ooh-ooh, ooh-ooh

My bad habits lеad to you

Ooh-ooh, ooh-ooh

My bad habits lead to you",
625,Morgan Wallen,You Proof,"
I need something ""You proof""

Something stronger than I'm used to

Yeah, I've been pullin' 90 to 100

Feel like nothing's gonna cut it, that's the hard truth

Yeah, I need something ""You proof""

Aw, I need something ""You proof""


Poured 'em up 'til they're shutting 'em down, yeah

You never ain't not around, yeah

Don't matter what time or town, I can't get you gone

Turned the bar, yeah, upside down

Just lookin' for somethin' that does it

I'd give up all my money",
94,Tim McGraw,Humble and Kind,"
Hold the door say please say thank you

Don't steal, don't cheat, and don't lie

I know you got mountains to climb but

Always stay humble and kind

When the dreams you're dreamin' come to you

When the work you put in is realized

Let yourself feel the pride but

Always stay humble and kind


Don't expect a free ride from no one

Don't hold a grudge or a chip and here's why

Bitterness keeps you from flying

Always stay humble and kind

Know the difference between sleeping with someone

And sleeping with someone you love

I love you ain't no pick up line so

Always stay humble and kind",
745,Jordan Davis,Next Thing You Know,"
That she ain't movin' in

Next thing you know

There's a U-Haul trailer

Next thing you know

Your old apartment

Is y'all's new place

There goes the carpet

But the deer head stays


Next thing you know

You're savin' money like never before, just to

Spend it all at a jewelry store, gettin'

Down on one knee on her mama's porch

Just prayin' she don't say no

Next thing you know

Your best man gives a half-drunk speech and you're

Sunburnt on a honeymoon beach and you're

Left hand's gettin' used to that ring

And there the next two or three years go

Next thing you know",
851,Mariah Carey,All I Want for Christmas Is You,"
I don't want a lot for Christmas 

There is just one thing I need 

I don't care about presents 

Underneath the Christmas tree 

I don't need to hang my stocking 

There upon the fireplace 

Santa Claus won't make me happy 

With a toy on Christmas day 

I just want you for my own 

More than you could ever know 

Make my wish come true 

All I want for Christmas is you... 

You baby 


I won't ask for much this Christmas 

I won't even wish for snow 

I'm just gonna keep on waiting 

Underneath the mistletoe 

I won't make a list and send it 

To the North Pole for Saint Nick 

I won't even stay awake to 

Hear those magic reindeer click 

'Cause I just want you here tonight 

Holding on to me so tight 

What more can I do 

Baby all I want for Christmas is you 

You... ",
411,Jack Harlow,Whats Poppin,"
I could put the ball in the end zone, put a bad bitch in the friendzone, ooh

This shit sound like an intro, Jetson, give me that tempo, ooh

Told Pooh he a fool with this shit (He a fool)

Told her don't let her friends know (Don't)

In the 'Ville and I move like a don (Don)

Eating fettuccine at Vincenzo's

Me and my 'migos got that free smoke

On the West Coast, yeah, I'm talking 'bout pre-rolls (Pre-roll)

Dark haired bitch and she look like Shego (She do)

Hometown hero, feeling myself, can't murder my ego (Can't do it)

She heard of my deep stroke

She said, ""Babe, does it hurt when I deep throat?"" (It does)

Certified freak ho

Hang around us and she learnin' my lingo

Back then, wasn't worried 'bout me though

In the gym tryna work on my free throw

Goddamn

Spending money at the club like Sam's (Cha-ching)

Yes, ma'am

She a lil' freak on cam

But she don't put this on the 'Gram (Nah)

Lil' boys tryna diss on the 'Gram (Ayy)

I can't switch on the fam (Bitch)

Shit's hot, hit the switch on the fan (Hit that shit)

This where my head is (Listen)

I feel resentment from every direction

Even some homies be wearing expressions

I be discouraged from sharing my blessings (Damn)

We used to share a connection

Now it just feels like it's wearing and stretching

I'm getting real sick of taking advice

From people that never could stare at reflections (Ooh)

Somewhere in there is a lesson

Y'all ain't evolvin', it's very depressing

I'm at the club with the basketball team

Me and the Cardinals are sharing a section (Facts)

Gotta cherish the present

I'm drinking water and wearing protection

Got a career and I'm very invested

Some people call it a scary obsession (Ooh, period, but)

I like to call it a passion, I can't be sitting relaxin' (Nah, I can't)

PG, we getting some traction, I'm at the venue, it's packed in (Packed out)

I'm digging her accent

I got a B.B. Simon belt on me and she tryna get it unfastened

That's my type of distraction, that's my type and she Latin (That's facts, ooh)

Got my own flow and I'm 'bout to get a patent

Brand new sheets for the bed, they satin (Soft, real soft)

Y'all wasn't tuned in back then (Nah)

My swag, they keep jackin' (Keep on jackin')

I ain't doin' no verse, quit askin' (Quit askin')


What's poppin'? (Pooh, you a fool for this one)

Brand new whip just hopped in (Just hopped in)

I got options

I could pass that bitch like Stockton (It ain't nothin')

Just joshin'

I'ma spend this holiday locked in (Ooh)

My body got rid of them toxins (Mmh, mmh)

SportsCenter, top ten",
148,J Balvin,Mi Gente,"
Toda mi gente se mueve

Mira el ritmo como los tiene

Hago música que entretiene

Mi música los tiene fuerte bailando

Y se baila así


Estamos rompiendo la discoteca

La fiesta no para, apenas comienza

Se come-ci, si comme-ça

Ma chèrie, la la la la la

Francia, Colombia

Me gusta (Freeze)

J Balvin, Willy William

Me gusta (Freeze)

Los DJ's no mienten, le gusta a mi gente

Y eso se fue mundial (Freeze)

No le bajamos, más nunca paramos

Es otro palo y ¡Blam!",
748,Stephen Sanchez,Until I Found You,"
Georgia, pulled me in, I asked to...

Love her, once again

You fell, I caught you

I'll never let you go again, like I did

Oh, I used to say


""I would never fall in love again, until I found her""

I said, ""I would never fall, unless it's you I fall into""

I was lost within the darkness, but then I found her

I found you",
