song_id,artist,title,lyrics,emotion
749,SZA,Shirt,"
Bloodstain on my shirt

New bitch on my nerves

Old nigga got curved

Going back on my word

Damn, bitch, you so thirsty

Still don't know my worth

Still stressin' perfection

Let you all in my mental

Got me lookin' too desperate

Damn (You ain't deserve)


Broad day, sunshine

I'll find a way to fuck it up still

Can't cry about the shit that I can't change

Just my mind

Gotta get outta here

Tough crowd, hate it

Can't stay",
355,DJ Snake,Taki Taki,"
Taki Taki, quiere un besito o un ñaki

Booty explota como Nagasaki

Prende los motores, Kawasaki

Que la disco está llena y llegaron los Anunnakis

No le bajes, el booty sobresale de tu traje

No trajo pantisito pa' que el nene no trabaje

Es que yo me sé lo que ella cree que ella se sabe

Cuenta que no quiere pero me tiene espionaje (eh-eh)

El booty sobresale de tu traje

No trajo pantisito pa' que el nene no trabaje

Es que yo me sé lo que ella cree que ella se sabe

Cuenta que no quiere pero me tiene espionaje (eh-eh)


Bailame como si fuera la última vez

Y enséñame ese pasito que no sé

Un besito bien suavecito bebé

Taki Taki

Taki Taki, rumba

Wo-oh, oh-oh

Hi Music Hi Flow",
294,Luke Combs,One Number Away,"
And I'm one number away from calling to you

I said I was through, but I'm dying, inside

Got my head in a mess, girl I confess

I lied when I said, ""I'm leaving and not coming back""

Might be the whiskey or the midnight rain

But everywhere I go I see your face

In my brain, dial it up, everything I want to say

But I'm still one number away


Are you stuck at a red light with a Marlboro Light on your lips?

Does the smoke in your mirror get clearer without my kiss?

Are you changing the station replacing our favorite song?

Maybe it's a mistake, hit the brakes, I'm moving on",
1,Justin Bieber,Love Yourself,"
My mama don't like you and she likes everyone

And I never like to admit that I was wrong

And I've been so caught up in my job,

Didn't see what's going on

But now I know, I'm better sleeping on my own


'Cause if you like the way you look that much

Oh baby you should go and love yourself

And if you think that I'm still holdin' on to somethin'

You should go and love yourself",
887,Nate Smith,World on Fire,"
You set my world on fire

Yeah, it's all long gone

I'm watching flames get higher

And I can't move on

I just gotta let it burn, burn, burn on down

Girl, without you it don't turn, turn, turn around

You set my world on fire

You set my world on fire


Can't hit that corner bar

Can't even ride them roads

Don't know my way around this place

I can't see through the smoke",
727,Beyoncé,Cuff It,"
We gon' fuck up the night, black lives

Spaceships fly (Spaceships fly)

Unapologetic when we fuck up the night, fuck up the night

We gettin' fucked up tonight

We gon' fuck up the night


Bet you you'll see far, bet you you'll see stars

Bet you you'll elevate, bet you you’ll need God

’Cause I feel like falling in love

I'm in the mood to fuck something up

’Cause we gon' fuck up the night",
791,Corey Kent,Wild as Her,"
I keep the windows down and the wind in her hair

Keep her heart hangin' on 'round every turn

She ain't scared to get tied down, scared to get burned

Just lookin' for somebody as wild as her

Wild

Wild


Saw that highway unwind in her deep-brown eyes

She saw a long stretch of dirt road dreamin' in mine

She ain't livin' for a diamond ring

Just livin' like the rock 'n' roll song she sings out loud

We're burnin' it down

Blazin' up a trail of smoke

Wherever we are, wherever we go

Yeah, that's where she calls home",
518,Masked Wolf,Astronaut in the Ocean,"
She say that I'm cool (Damn straight)

I'm like ""Yeah, that's true"" (That's true)

I believe in G-O-D (Ayy)

Don't believe in T-H-O-T

She keep playing me dumb (Play me)

I'ma play her for fun (Uh-huh)

Y'all don't really know my mental

Let me give you the picture like stencil

Fallin' out in a drought

No flow, rain wasn't pourin' down (Pourin' down)

See, that pain was all around

See, my mode was kinda lounged

Didn't know which, which way to turn

Flow was cool but I still felt burnt

Energy up, you can feel my surge

I'ma kill everything like this purge (Ayy)


Let's just get this straight for a second, I'ma work (Yuh)

Even if I don't get paid for progression, I'ma get it (Uh, get it)

Everything that I do is electric (Ayy)

I'ma keep it in a motion, keep it movin' like kinetic, ayy (Yeah, yeah, yeah, yeah, yeah)",
343,Polo G,Pop Out,"
She don’t like her body, left the doctor with a new shape

Blowing up my phone 'cause she just see me with my new bae

Heartbreaker, ladies love me like I'm Cool J

She was tryna cling onto a nigga, but it's too late

Booked a flight to Cali, racks and condoms in my suitcase

And every single dollar in these bands gotta blue face

Diamonds in the Rollie, they in HD like it’s Blu-Ray

The way that I been ballin' should make the cover of 2K

Show out for the summer I might pull up in a new Wraith

Dissin' on the gang that's gon only get your crew chased

And we hawk shit down, better tighten up yo shoe lace

Lil bro get up close let the Glock 22 spray


We pop out at your party, I'm with the gang

And it's gon' be a robbery, so tuck ya chain

I'm a killer, girl, I'm sorry, but I can't change

We ain't aimin' for your body, shots hits your brain

We come from poverty, man, we ain't have a thing

It's a lot of animosity, but they won't say my name

Them killers rock with me, lil' nigga, don't get banged

'Cause they'll do the job for me while I hop on a plane",
714,Bailey Zimmerman,Rock and a Hard Place,"
A rock and a hard place

Red wine and mistakes

Tears rollin' down your face

When I walked out that door

That’s when I lost it

Midnight in Austin

Damn, I'm exhausted

What the hell's this all for?

Is this where it mеnds or it breaks?

Between a rock and a hard place


For thе record (Shit)

Throwin' in the towel takes some effort

So I’d rather ride it out for better weather

Together",
144,DJ Snake,Let Me Love You,"
Say go through the darkest of days

Heaven's a heartbreak away

Never let you go, never let me down

Oh it's been a hell of a ride

Driving the edge of a knife

Never let you go, never let me down


Don't you give up, nah, nah, nah

I won't give up, nah, nah, nah

Let me love you

Let me love you

Don't you give up, nah, nah, nah

I won't give up, nah, nah, nah

Let me love you

Let me love you

Oh baby, baby",
283,Justin Timberlake,Say Something,"
Everybody says ""say something""

Say something, say something

Say something, say something, say something

I don't wanna get caught up in the rhythm of it

But I can't help myself, no, I can't help myself, no, no

Caught up in the middle of it

No I can't help myself, no I can't help myself, no, no, no

Caught up in the rhythm of it


Maybe I'm looking for something I can't have

(Maybe I'm looking for something I can't have)

Maybe I'm looking for something I can't have",
651,Jessica Darrow,Surface Pressure,"
I don't ask how hard the work is

Got a rough, indestructible surface

Diamonds and platinum, I find 'em, I flatten 'em

I take what I'm handed, I break what's demanded, but


Under the surface

I feel berserk as a tightrope walking in a three-ring circus

Under the surface

Was Hercules ever like “Yo, I don't wanna fight Cerberus?”",
462,StaySolidRocky,Party Girl,"Girls just wanna have fun 
So they party, so they party
(Ayo Nashi, you go crazy)
Lil' mama a party girl 
She just wan' have fun too
They say you ain't wifey type but I don't care, I want you (whoa, whoa)

She like to do drugs too 

She in love with guns too (whoa, whoa)

They say you too piped up but I think that I love you (whoa, whoa, whoa)

Lil' mama a party girl 

She just wan' have fun too

They say you ain't wifey type but I don't care, I want you (whoa, whoa, whoa)

She like to do drugs too 

She in love with guns too (whoa, whoa)

They say you too piped up but I think that I love you

She don't want nobody

She don't need somebody

I'm tryna be with you so you don't be without me

She tote 'em just like me, no we can't leave without it

She boot up off the meth like she can't breathe without it

She drinkin' Four Lokos, I can't get with those

She wan' gimme throat throat, I tell her come close

She say, ""You say you love me, but I don't know what love means""

I ask her who got her heart cause damn that nigga lucky

I been tryna reach for it, but it's too far above me

I ain't never do you wrong, so tell me why you don't trust me

She don't do this often, she said it's only because me

You the one who wanted it, therefore you can never judge me (whoa, whoa)

She just wanna party, and nothing's wrong with that (whoa, whoa)

Every time I'm calling, she say she gon' call me back

I told her call me Rocky, she say she not gon' call me that (whoa, whoa)

You say you come with a lot, well baby I want all of that

Lil' mama a party girl 

She just wan' have fun too

They say you ain't wifey type but I don't care, I want you (whoa, whoa)

She like to do drugs too 

She in love with guns too (whoa, whoa)

They say you too piped up but I think that I love you (whoa, whoa, whoa)

Lil' mama a party girl 

She just wan' have fun too

They say you ain't wifey type but I don't care, I want you (whoa, whoa, whoa)

She like to do drugs too 

She in love with guns too (whoa, whoa)

They say you too piped up but I think that I love you

Don't be scared to party, don't be scared to party

(Whoa, whoa)

Don't be scared to party

(Whoa, whoa)",
480,Halsey,You Should Be Sad,"
No, you're not half the man you think that you are

And you can't fill the hole inside of you with money, drugs, and cars

I'm so glad I never ever had a baby with you

'Cause you can't love nothing unless there's something in it for you


Oh, I feel so sorry, I feel so sad

I tried to help you, it just made you mad

And I had no warning about who you are

I'm just glad I made it out without breaking down

And then ran so fucking far

That you would never ever touch me again

Won't see your alligator tears

'Cause, no, I've had enough of them",
337,Taylor Swift,You Need to Calm Down,"
And I ain't tryna mess with your self-expression

But I've learned a lesson that stressin' and obsessin' 'bout somebody else is no fun

And snakes and stones never broke my bones


So oh-oh, oh-oh, oh-oh, oh-oh, oh-oh

You need to calm down, you're being too loud

And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (Oh)

You need to just stop, like can you just not step on my gown?

You need to calm down",
391,Megan Thee Stallion,Hot Girl Summer,"
Real ass nigga, give a fuck 'bout a bitch

It is what it is, this some five star dick

She a big ol' freak, it's a must that I hit

It's a Hot Girl Summer, so you know she got it lit

Real ass bitch, know she got it lit

Hot Girl Summer so you know she got it lit, yeah

Real ass bitch, know she got it lit

Hot Girl Summer so you know she got it lit, yeah, yeah


Handle me? (Huh) Who gon' handle me? (Who?)

Thinkin' he's a player, he's a member on the team

He put in all that work, he wanna be the MVP (Boy, bye)

I told him ain't no taming me, I love my niggas equally

Fuckin' 9-to-5 niggas with that superstar D ('Star D)

Fucked a superstar nigga, now I got him ballin' (Ballin')

I caught a jet to get that neck, I told him call, don't send no text (Mwah)

And don't you tell 'em you with me when they be askin' where you at, ah",
740,Bailey Zimmerman,Religiously,"
Remember watchin' you play me our song on guitar, I thought I'd marry you

Act like I'm happier now but all of my friends know that ain't the truth

And lately life's been good to me

Momma's healthy and I'm helpin' out the whole family

A lot of people know my name, I made a little change

But that don't mean nothin'


'Cause now I'm in this cold bright light

And this don't even feel like life

'Cause I don't have the only woman who believed in me

Religiously (Religiously)

And now I'm in the back of the church

Praying hard just to stop the hurt

'Cause I don't have the only woman who was there for me

Religiously (Religiously)",
177,Playboi Carti,Magnolia,"
In New York I Milly Rock, hide it in my sock

Used to sell rerock, running from the cops

Shooting at the opps

Yo, Pierre You wanna come out here?

Shooting at the opps, cause I run they block

Gimme top (top), in my drop top

All these hoes gon' flock (flock), when I drop (drop)

All these hoes gon' flock (flock), when I drop (drop)

All these hoes gon' flock (flock), when I drop


Woo, woo, woo, woo, woo, woo, woo, woo

All these hoes want cash, all these hoes want bags

Fucking on yo' bitch, uh I'm her dad

All these niggas sound like cash (sound like cash)

I'm a soldier, damn I thought I told you

Shootin' like a soldier like I'm from Magnolia

All these niggas, all these foes

Big bank, never fold

Sippin, Act', man that shit slow me

Bitches, on me, say she like my clothes

I'm in London, Young Carti global

Designer is on me, call it dirty laundry

All these bitches want Young Carti

Young Carti (yeah)

Young Carti, Young Carti (what)

Young Carti, Young Carti (yeah)

All of your bitches they loose, all of your bitches they loose

All of my bitches is rich, and they stay rockin' that Rick huh

Rich bitch, Cash Carti bitch

Rich bitch

Got a rich clique, she suckin' on the clique

She suckin' on the dick

Give that hoe a tip, told her buy some kicks

Then I brush my teeth, pop up in a whip

Glocky in the whip, glocky in the whip

And I'm cocky, fuckin' on a thotty

She just wanna top me, bitch can't stop me

I'm riding in a Mase, this ain't even my Mase

Oh that's not yo thotty? Yo bitch look like a Aunty

Walked in with Ashanti

Damn that look like Shanti, Damn that look like Carti

I think dat be Young Carti

Heard he spent a hunnid on a fucking watch piece

That's filthy",
886,Billie Eilish,Wildflower,"
She was cryin’ in my shoulder

All I could do was hold her

Only made us closer

Until she lied

And I know that you love me

You don't need to remind me

I should put it all behind me

Shouldn't I?


But I see her in the back of my mind

All the time

Like a fever

Like I’m burnin' alive by her side

Did I cross the line? Mm

Mm",
883,Sabrina Carpenter,Taste,"
I heard you're back together and if that's true

You'll just have to taste me when he's kissin' you

If you want forever, I bet you do

Just know you'll taste me too


Uh-huh",
818,Doja Cat,Paint the Town Red,"
Mm, she the devil

She a bad lil’ bitch, she a rebel

She put her foot to the pedal

It'll take a whole lot for me to settle

Mm, she the devil

She a bad lil' bitch, she a rebel

She put her foot to the pedal

It'll take a whole lot for me to settle


Yeah, yeah

Said, my happiness is all of your misery

I put good dick all in my kidneys

This Margiela don't come with no jealousy

My illness don't come with no remedy

I am so much fun without Hennessy

They just want my love and my energy

You can't talk no shit without penalties

Bitch, I'm in your shit if you send for me

I’m goin’ to glow up one more time

Trust me, I have magical foresight

You gon' see me sleepin’ in courtside

You gon' see me eatin' ten more times

Ugh, you can't take that bitch nowhere

Ugh, I look better with no hair

Ugh, ain’t no sign, I can smoke here

Ugh, give me the chance and I'll go there (Yeah, yeah)",
670,Adele,Oh My God,"
I know that it's wrong

But I want to have fun

Mm, yeah, ayy-ayy, ayy

Mm, yeah, ayy-ayy, ayy-ayy

I know that it's wrong

But I want to have fun

Mm, yeah, ayy-ayy, ayy

Mm, yeah, ayy-ayy, ayy-ayy


Oh my God, I can't believe it but out of

All the people in the world

Oh, there's nothing like a little jumping

Out of my life and into yours

Maybe, baby, I'm just losing my mind

'Cause this is trouble but it feels right

Dipping on the edge of heaven and hell

It's a battle I cannot fight",
330,Post Malone,Better Now,"
I did not believe that it would end, no

Everything came second to the Benz oh

You're not even speaking to my friends, no

You knew all my uncles and my aunts though

Twenty candles, blow 'em out and open your eyes

We were looking forward to the rest of our lives

Used to keep my picture posted by your bedside

Now it's in your dresser with the socks you don't like

And I'm rollin', rollin', rollin', rollin'

With my brothers like it's Jonas, Jonas

Drinkin' Henny and I'm tryna forget

But I can't get this shit outta my head


You probably think that you are better now, better now

You only say that 'cause I'm not around, not around

You know I never meant to let you down, let you down

Woulda gave you anything, woulda gave you everything

You know I say that I am better now, better now

I only say that 'cause you're not around, not around

You know I never meant to let you down, let you down

Woulda gave you anything, woulda gave you everything",
742,Fifty Fifty,Cupid,"
I'm feeling lonely (Lonely)

Geuman hilkkeutdaego malhaejwoyo hold me (Hold me)

Dasi crying in my room

Sumgigo sipeo (Say what you say, but I want it more)

But still I want it more, more, more


I gave a second chance to Cupid

Neol mideun naega jeongmal stupid

Boyeojulge sumgyeowatdeon love, is it real?

Cupid is so dumb",
378,Ella Mai,Trip,"
But I think that I'm done trippin', I'm trip-trippin'

I've been sippin', that's how I control

This feelin', you keep givin'

You keep on hittin' it ooh, oh

Maybe it's your love, it's too good to be true

Baby boy, your love, got me trippin' on you

You know your love is big enough, make me trip up on you

Yeah, it's big enough, got me trippin' on you, trip-trippin' on you


My bad, my bad for, trippin' on you (trippin' on you)

My bad, my bad for, trippin' on you (trippin' on you)",
381,Sam Smith,How Do You Sleep?,"
Baby, how do you sleep when you lie to me?

All that shame and all that danger

I'm hoping that my love will keep you up tonight

Baby, how do you sleep when you lie to me?

All that fear and all that pressure

I'm hoping that my love will keep you up tonight


Tell me how do you

Love will keep you up tonight

Tell me how do you",
499,Dua Lipa,Levitating,"
You want me, I want you, baby

My sugarboo, I'm levitating

The milky way, we're renegading

(Yeah, yeah, yeah, yeah, yeah)


I got you, moonlight, you're my starlight

I need you, all night

Come on, dance with me

(I'm levitating)

You, moonlight, you're my starlight

I need you, all night

Come on, dance with me

(I'm levitating)",
54,Selena Gomez,Hands to Myself,"
Oh oh, 'cause all of the downs and the uppers

Keep making love to each other

And I'm trying, I'm trying, I'm trying, I'm trying

All of the downs and the uppers

Keep making love to each other

And I'm trying, I'm trying, I'm trying, but I


Can't keep my hands to myself

My hands to myself

Can't keep my hands to myself

My hands to myself",
427,DaBaby,Bop,"
Oh, you asking for pictures with niggas? What's yo name?

Get the fuck out the spot nigga

Tryna figure which deal I'm a take

I woke up couple mill' on my plate

I'm investing in real in the state

I just went and gave my mama a hundred

Probably won't hear me open my mouth

'Less you hear me talking about finding some money

As soon as I found it, I flipped that

I'm a little bit different, they get it

Know I'm stiff on a bitch and she dig it

Tryna find out why Baby ain't all in her mentions

No, she ain't get no DM from me

This rich nigga dick, it ain't free

She be throwing that ass, yeah she good at it

Turn around when we fuck, make her look at it

She like


I needed some shit with some bop in it

I flew past a whip with that blunt in my mouth

While she swerving, that whip had a cop in it

My bitch got good pussy, fly her across the country

I'll finish the show and I hop in it

I got me a millie, I did it legitly

I'm still with the shits, I'm a hot nigga",
323,J. Cole,Middle Child,"
I'm all in my bag, this hard as it get

I do not snort powder, I might take a sip

I might hit the blunt, but I'm liable to trip

I ain’t poppin' no pill, but you do as you wish

I roll with some fiends, I love 'em to death

I got a few mil' but not all of them rich

What good is the bread if my niggas is broke?

What good is first class if my niggas can't sit?

That's my next mission, that's why I can't quit

Just like LeBron, get my niggas more chips

Just put the Rollie right back on my wrist

This watch came from Drizzy, he gave me a gift

Back when the rap game was prayin' I'd diss

They act like two legends cannot coexist

But I'd never beef with a nigga for nothin'

If I smoke a rapper, it's gon' be legit

It won't be for clout, it won't be for fame

It won't be 'cause my shit ain't sellin' the same

It won't be to sell you my latest lil' sneakers

It won't be 'cause some nigga slid in my lane

Everything grows, it's destined to change

I love you lil' niggas, I'm glad that you came

I hope that you scrape every dollar you can

I hope you know money won't erase the pain

To the OGs, I'm thankin' you now

Was watchin' you when you was pavin' the ground

I copied your cadence, I mirrored your style

I studied the greats, I'm the greatest right now

Fuck if you feel me, you ain't got a choice

Now I ain't do no promo, still made all that noise

This shit gon' be different, I set my intentions

I promise to slap all that hate out your voice


Niggas been countin' me out

I'm countin' my bullets, I'm loadin' my clips

I'm writin' down names, I'm makin' a list

I'm checkin' it twice and I'm gettin' 'em hit

The real ones been dyin', the fake ones is lit

The game is off balance, I'm back on my shit

The Bentley is dirty, my sneakers is dirty

But that's how I like it, you all on my dick",
234,5 Seconds of Summer,Youngblood,"
Youngblood

Say you want me, 

say you want me 

out of your life


And I'm just a dead man walking tonight

But you need it, yeah, you need it 

all of the time",
897,Dua Lipa,Dance the Night,"
'Cause every romance shakes and it bends

Don't give a damn

When the night's here, I don't do tears

Baby, no chance


I could dance, I could dance, I could dance",
761,Rihanna,Lift Me Up,"
Lift me up

Hold me down

Keep me close

Safe and sound


Drowning in an endless sea

Take some time and stay with me

Keep me in the strength of your arms

Keep me safe

Safe and sound",
133,Big Sean,Bounce Back,"
Don't owe nobody, owe nobody

Always on the fuckin' job, I got no hobbies

Got the city fuckin' with me cause I'm homegrown

Vibin' out more than my phone though

Leave me lone, me on my own though

Look, I cut that bitch off like an edit

My daddy a G, it's genetics (Straight up)

I heard ya new shit, it's pathetic

Ya contract should be s-shredded

Took my dogs on a private jet from the public housing

I kept it G, yeah, one thousand

Clique star studded like the Paramount mountain

Everything I do is righteous

Betting on me is the right risk

Even in a fucking crisis

I'm never on some switching sides shit

I switch gears to the night shift

Blacking out cause I'm enlightened

God talk to me in silence

But I hear him every time mane

(Thank you God, God bless you, thank you so much)


Last night took an L, but tonight I bounce back

Wake up every morning, by the night, I count stacks

Knew that ass was real when I hit, it bounce back

(You ain't getting checks)

Last night took an L, but tonight I bounce back

Boy, I been broke as hell, cashed a check and bounced back

D town LAX, every week I bounce back

If you a real one, then you know how to bounce back",
73,Travis Scott,Antidote,"
Party on a Sunday (That was fun!)

Do it all again on Monday (One more time!)

Spent a check on a weekend (Oh my God!)

I might do it all again (That's boss shit)

I just hit a three peat

Fucked three hoes I met this week (Robert Horry!)

I don't do no old hoes (Oh, no, no!)

My nigga, that's a no-no (Straight up!)

She just want the coco (Cocaina!)

I just want dinero

Who that at the front door?

If it's the feds, oh-no-no-no (Don't let 'em in, shhh)


Don't you open up that window

Don't you let out that antidote

Poppin' pills is all we know

In the hills is all we know (Hollywood!)

Don't go through the front door (In the back!)

It's lowkey at the night show

At the night show

At the night show (Higher)

At the night show

At the night show (Get lit my nigga)

At the night show",
686,Jason Aldean,Trouble with a Heartbreak,"
And that's the trouble with a heartbreak, it's gonna hang around

Leave you midnight breaking down, wonderin' how

Long that it's gonna take gettin' over her

It's a can't drown whiskey down kinda hurt

Yeah, you can burn thеm four wheels up that road

But there ain't nowherе her memory can go

That's the trouble with a heartbreak

Yeah, that's the trouble with a heartbreak, a heartbreak, yeah

(Heartbreak, heartbreak, heartbreak)


Think about where she is, who she's drivin' crazy (Drivin' me crazy)

Can't see a rear view sunset without thinkin' 'bout us

Girl, I still think about us",
485,Doja Cat,Juicy,"
He like the Doja and the Cat, yeah

He like it thick, he like it fat, yeah

Like to keep him wanting more

He ask me, ""Doja, where you at, huh?""

And all them niggas wanna know

How long it take to pull my pants up, mmh, mmh, mmh

Broke a fingernail and then some, mmh

Tryna squeeze into my True Religion denim, mmh, mmh, mmh

Celibate, don't want a cellulite

I don't buy it, where the cellulite?

He said the body unbelievable

Can't trust a big butt and a gemini-i-i-i-i


I keep it juicy juicy, I eat that lunch (Yeah)

She keep that booty booty, she keep that plump (Yeah yeah)

That natural beauty beauty, yeah, yeah

If you could see it from the front, wait 'til you see it from the back, back, back, back, back

(Wait 'til you see it from the...)

Back, back, yeah, back, back, back

(Wait 'til you see it from the...)

Back, back, back, back, back

(Wait 'til you see it from the...)

If you could see it from the front, wait ’til you see it from the back",
123,Childish Gambino,Redbone,"
If you want it, yeah

You can have it, oh, oh, oh

If you need it, oooh

We can make it, oh

If you want it

You can have it


But stay woke

Niggas creepin'

They gon' find you

Gon' catch you sleepin'

Oooh, now stay woke

Niggas creepin'

Now don't you close your eyes",
530,Pop Smoke,For the Night,"
I did some wrong (Oh, oh), but I'm always right (Oh, oh)

Said I know how to shoot (Oh, oh) and I know how to fight

If I tell you once, won't tell you twice

I'm real discreet, like a thief in the night (Look)


If I call you bae, you bae for the day

Or a bae for the night, you not my wife

She want a killer to fuck all night

I wanna fuck on a thot, gimme head all night

AP, big rocks, in the hood with the 'rillas

Five K on the dinner, bring three hundred thou' to the dealer",
